drug,disease
drug::DB00443,disease::5848
drug::DB00620,disease::5848
drug::DB12017,disease::6812
drug::DB08162,disease::6812
drug::DB01165,disease::6939_1110
drug::DB01059,disease::6939_1110
drug::DB06211,disease::6939_1110
drug::DB14879,disease::6939_1110
drug::DB09060,disease::6939_1110
drug::DB12377,disease::6939_1110
drug::DB01137,disease::6939_1110
drug::DB01165,disease::18183_5970
drug::DB01212,disease::18183_5970
drug::DB00438,disease::18183_5970
drug::DB01059,disease::18183_5970
drug::DB02703,disease::18183_5970
drug::DB01330,disease::18183_5970
drug::DB00415,disease::18183_5970
drug::DB01332,disease::18183_5970
drug::DB00713,disease::18183_5970
drug::DB00493,disease::18183_5970
drug::DB01147,disease::18183_5970
drug::DB01603,disease::18183_5970
drug::DB00766,disease::18183_5970
drug::DB00274,disease::18183_5970
drug::DB01112,disease::18183_5970
drug::DB01333,disease::18183_5970
drug::DB00479,disease::18183_5970
drug::DB01331,disease::18183_5970
drug::DB01607,disease::18183_5970
drug::DB01326,disease::18183_5970
drug::DB00684,disease::18183_5970
drug::DB00485,disease::18183_5970
drug::DB01327,disease::18183_5970
drug::DB01139,disease::18183_5970
drug::DB01190,disease::18183_5970
drug::DB00601,disease::18183_5970
drug::DB00218,disease::18183_5970
drug::DB00685,disease::18183_5970
drug::DB00607,disease::18183_5970
drug::DB09335,disease::18183_5970
drug::DB00512,disease::18183_5970
drug::DB01044,disease::18183_5970
drug::DB01137,disease::18183_5970
drug::DB01165,disease::4264
drug::DB00595,disease::4264
drug::DB01212,disease::4264
drug::DB01059,disease::4264
drug::DB02703,disease::4264
drug::DB01330,disease::4264
drug::DB00415,disease::4264
drug::DB01332,disease::4264
drug::DB00759,disease::4264
drug::DB00254,disease::4264
drug::DB01112,disease::4264
drug::DB00948,disease::4264
drug::DB01331,disease::4264
drug::DB13092,disease::4264
drug::DB00685,disease::4264
drug::DB09335,disease::4264
drug::DB00618,disease::4264
drug::DB00199,disease::4264
drug::DB01017,disease::4264
drug::DB01165,disease::5249
drug::DB00595,disease::5249
drug::DB00447,disease::5249
drug::DB01059,disease::5249
drug::DB02703,disease::5249
drug::DB01332,disease::5249
drug::DB00954,disease::5249
drug::DB01328,disease::5249
drug::DB00759,disease::5249
drug::DB00274,disease::5249
drug::DB00833,disease::5249
drug::DB01333,disease::5249
drug::DB01326,disease::5249
drug::DB01139,disease::5249
drug::DB13092,disease::5249
drug::DB00456,disease::5249
drug::DB00681,disease::5249
drug::DB00618,disease::5249
drug::DB01208,disease::5249
drug::DB01017,disease::5249
drug::DB00187,disease::17988
drug::DB00571,disease::17988
drug::DB01004,disease::5477
drug::DB00640,disease::5477
drug::DB01182,disease::5477
drug::DB00661,disease::5477
drug::DB00343,disease::5477
drug::DB00723,disease::5477
drug::DB01004,disease::878
drug::DB15293,disease::6626
drug::DB15293,disease::1583
drug::DB14596,disease::1466
drug::DB02703,disease::1466
drug::DB01234,disease::1466
drug::DB00684,disease::1466
drug::DB14596,disease::17256_17257
drug::DB15566,disease::4773
drug::DB15566,disease::17256_17257
drug::DB00747,disease::4773
drug::DB00747,disease::17256_17257
drug::DB00860,disease::4773
drug::DB00860,disease::17256_17257
drug::DB00741,disease::4773
drug::DB00741,disease::17256_17257
drug::DB01380,disease::4773
drug::DB01380,disease::17256_17257
drug::DB01234,disease::17256_17257
drug::DB00324,disease::4773
drug::DB00324,disease::17256_17257
drug::DB00253,disease::4773
drug::DB00253,disease::17256_17257
drug::DB00634,disease::4773
drug::DB00634,disease::17256_17257
drug::DB01597,disease::24279_4265_918
drug::DB00355,disease::24279_4265_918
drug::DB01212,disease::24279_4265_918
drug::DB00438,disease::24279_4265_918
drug::DB01330,disease::24279_4265_918
drug::DB01598,disease::24279_4265_918
drug::DB00916,disease::24279_4265_918
drug::DB01331,disease::24279_4265_918
drug::DB00860,disease::2771
drug::DB00860,disease::1438
drug::DB00653,disease::1641
drug::DB00653,disease::5081
drug::DB13231,disease::745
drug::DB01064,disease::745
drug::DB00258,disease::745
drug::DB00326,disease::745
drug::DB11264,disease::745
drug::DB01164,disease::745
drug::DB01118,disease::190
drug::DB00800,disease::6846_1785_1133
drug::DB11696,disease::257
drug::DB00175,disease::14412_7761_7762_18473_37748
drug::DB00641,disease::14412_7761_7762_18473_37748
drug::DB01098,disease::14412_7761_7762_18473_37748
drug::DB01076,disease::14412_7761_7762_18473_37748
drug::DB00682,disease::831
drug::DB00266,disease::831
drug::DB00946,disease::831
drug::DB00682,disease::6809
drug::DB00266,disease::6809
drug::DB00758,disease::6809
drug::DB02659,disease::8948
drug::DB09357,disease::41008
drug::DB04847,disease::5272
drug::DB01026,disease::18912
drug::DB06663,disease::18912
drug::DB01108,disease::18912
drug::DB00650,disease::1700
drug::DB09228,disease::12526_15053_19623_15054
drug::DB01612,disease::18754
drug::DB00200,disease::18754
drug::DB14098,disease::18754
drug::DB11087,disease::1794
drug::DB13752,disease::1794
drug::DB00431,disease::1794
drug::DB04930,disease::1794
drug::DB09350,disease::1794
drug::DB00281,disease::1794
drug::DB11087,disease::3482
drug::DB04930,disease::3482
drug::DB09350,disease::3482
drug::DB11087,disease::3471
drug::DB13752,disease::3471
drug::DB00431,disease::3471
drug::DB04930,disease::3471
drug::DB09350,disease::3471
drug::DB08823,disease::3471
drug::DB00281,disease::3471
drug::DB00772,disease::3471
drug::DB00845,disease::18824
drug::DB00250,disease::5124
drug::DB00845,disease::5124
drug::DB00641,disease::18328
drug::DB01098,disease::18328
drug::DB08827,disease::18328
drug::DB00973,disease::18328
drug::DB01076,disease::18328
drug::DB09303,disease::18328
drug::DB00916,disease::2234
drug::DB00916,disease::7018
drug::DB00916,disease::7019
drug::DB12834,disease::2234
drug::DB12834,disease::7018
drug::DB12834,disease::7019
drug::DB00911,disease::2234
drug::DB00911,disease::7018
drug::DB00911,disease::7019
drug::DB01190,disease::2234
drug::DB01190,disease::7018
drug::DB01190,disease::7019
drug::DB00943,disease::12268
drug::DB09101,disease::12268
drug::DB00900,disease::12268
drug::DB12698,disease::12268
drug::DB06817,disease::12268
drug::DB08864,disease::12268
drug::DB09299,disease::12268
drug::DB00649,disease::12268
drug::DB00495,disease::12268
drug::DB06414,disease::12268
drug::DB01319,disease::12268
drug::DB01264,disease::12268
drug::DB00300,disease::12268
drug::DB01072,disease::12268
drug::DB01601,disease::12268
drug::DB00932,disease::12268
drug::DB00701,disease::12268
drug::DB11799,disease::12268
drug::DB00220,disease::12268
drug::DB00109,disease::12268
drug::DB00503,disease::12268
drug::DB00625,disease::12268
drug::DB00224,disease::12268
drug::DB14126,disease::12268
drug::DB00879,disease::12268
drug::DB00705,disease::12268
drug::DB01048,disease::12268
drug::DB00709,disease::12268
drug::DB12301,disease::12268
drug::DB00238,disease::12268
drug::DB01232,disease::12268
drug::DB08930,disease::12268
drug::DB09065,disease::12268
drug::DB00644,disease::1836
drug::DB00589,disease::1836
drug::DB00322,disease::2691
drug::DB00322,disease::7256_18902_16216_3243
drug::DB01156,disease::7440_10648_12685_694_12881_12319_12642_12686_12877_12882
drug::DB01783,disease::9412
drug::DB00126,disease::9412
drug::DB11248,disease::9412
drug::DB01698,disease::9412
drug::DB00595,disease::5692
drug::DB01015,disease::5692
drug::DB02703,disease::5692
drug::DB00759,disease::5692
drug::DB00254,disease::5692
drug::DB13092,disease::5692
drug::DB00634,disease::5692
drug::DB00681,disease::5692
drug::DB00263,disease::5692
drug::DB00618,disease::5692
drug::DB00199,disease::5692
drug::DB01017,disease::5692
drug::DB00595,disease::19359
drug::DB00595,disease::1195
drug::DB00595,disease::940
drug::DB00595,disease::1246
drug::DB02703,disease::19359
drug::DB02703,disease::940
drug::DB02703,disease::1246
drug::DB00759,disease::19359
drug::DB00759,disease::1195
drug::DB00759,disease::940
drug::DB00759,disease::1246
drug::DB00254,disease::19359
drug::DB00254,disease::940
drug::DB00254,disease::1246
drug::DB13092,disease::19359
drug::DB13092,disease::1195
drug::DB13092,disease::940
drug::DB13092,disease::1246
drug::DB00681,disease::19359
drug::DB00681,disease::1195
drug::DB00681,disease::940
drug::DB00681,disease::1246
drug::DB00618,disease::19359
drug::DB00618,disease::1195
drug::DB00618,disease::940
drug::DB00618,disease::1246
drug::DB01017,disease::19359
drug::DB01017,disease::1195
drug::DB01017,disease::940
drug::DB01017,disease::1246
drug::DB00595,disease::5834
drug::DB00595,disease::1797
drug::DB00595,disease::6019
drug::DB00595,disease::6865
drug::DB00759,disease::5834
drug::DB00759,disease::1797
drug::DB00759,disease::6019
drug::DB00759,disease::6865
drug::DB00681,disease::5834
drug::DB00681,disease::1797
drug::DB00681,disease::6019
drug::DB00681,disease::6865
drug::DB02703,disease::5701
drug::DB00254,disease::5701
drug::DB00595,disease::19633
drug::DB02703,disease::19633
drug::DB00759,disease::19633
drug::DB00254,disease::19633
drug::DB13092,disease::19633
drug::DB00681,disease::19633
drug::DB00618,disease::19633
drug::DB01017,disease::19633
drug::DB00595,disease::4497_6718_5976_2897_2896
drug::DB02703,disease::4497_6718_5976_2897_2896
drug::DB01053,disease::4497_6718_5976_2897_2896
drug::DB00759,disease::4497_6718_5976_2897_2896
drug::DB00254,disease::4497_6718_5976_2897_2896
drug::DB09320,disease::4497_6718_5976_2897_2896
drug::DB13092,disease::4497_6718_5976_2897_2896
drug::DB00681,disease::4497_6718_5976_2897_2896
drug::DB00618,disease::4497_6718_5976_2897_2896
drug::DB00199,disease::4497_6718_5976_2897_2896
drug::DB01017,disease::4497_6718_5976_2897_2896
drug::DB00595,disease::5888
drug::DB00595,disease::1249
drug::DB02703,disease::5888
drug::DB02703,disease::1249
drug::DB00759,disease::5888
drug::DB00759,disease::1249
drug::DB00254,disease::5888
drug::DB00254,disease::1249
drug::DB13092,disease::5888
drug::DB13092,disease::1249
drug::DB00681,disease::5888
drug::DB00681,disease::1249
drug::DB00618,disease::5888
drug::DB00618,disease::1249
drug::DB01017,disease::5888
drug::DB01017,disease::1249
drug::DB02703,disease::18077
drug::DB01082,disease::18077
drug::DB00254,disease::18077
drug::DB01017,disease::18077
drug::DB09093,disease::1249
drug::DB09093,disease::5888
drug::DB00634,disease::1249
drug::DB00634,disease::5888
drug::DB00263,disease::1249
drug::DB00263,disease::5888
drug::DB01082,disease::19095
drug::DB01017,disease::19095
drug::DB00595,disease::5777
drug::DB02703,disease::5777
drug::DB00759,disease::5777
drug::DB01082,disease::5777
drug::DB00254,disease::5777
drug::DB13092,disease::5777
drug::DB00681,disease::5777
drug::DB00618,disease::5777
drug::DB01017,disease::5777
drug::DB00595,disease::5961
drug::DB02703,disease::5961
drug::DB00415,disease::5961
drug::DB00713,disease::5961
drug::DB01147,disease::5961
drug::DB01603,disease::5961
drug::DB00759,disease::5961
drug::DB00254,disease::5961
drug::DB01602,disease::5961
drug::DB13092,disease::5961
drug::DB06160,disease::5961
drug::DB00681,disease::5961
drug::DB00618,disease::5961
drug::DB01017,disease::5961
drug::DB00595,disease::21158_1125
drug::DB02703,disease::21158_1125
drug::DB00759,disease::21158_1125
drug::DB00254,disease::21158_1125
drug::DB00771,disease::9172
drug::DB00771,disease::2269
drug::DB00595,disease::19360
drug::DB00595,disease::233
drug::DB02703,disease::19360
drug::DB02703,disease::233
drug::DB00759,disease::19360
drug::DB00759,disease::233
drug::DB00254,disease::19360
drug::DB00254,disease::233
drug::DB13092,disease::19360
drug::DB13092,disease::233
drug::DB00681,disease::19360
drug::DB00681,disease::233
drug::DB00618,disease::19360
drug::DB00618,disease::233
drug::DB01017,disease::19360
drug::DB01017,disease::233
drug::DB01053,disease::6019
drug::DB01053,disease::1797
drug::DB01053,disease::5834
drug::DB09320,disease::6019
drug::DB09320,disease::1797
drug::DB09320,disease::5834
drug::DB08806,disease::2177
drug::DB00927,disease::2177
drug::DB00338,disease::2177
drug::DB00863,disease::2177
drug::DB00501,disease::2177
drug::DB13762,disease::2177
drug::DB00736,disease::2177
drug::DB01129,disease::2177
drug::DB00448,disease::2177
drug::DB00213,disease::2177
drug::DB00571,disease::24573
drug::DB00860,disease::4577
drug::DB00741,disease::4577
drug::DB01380,disease::4577
drug::DB01234,disease::4577
drug::DB00324,disease::4577
drug::DB00253,disease::4577
drug::DB05294,disease::12004_15075_5034_5075_24622_6467
drug::DB00398,disease::12004_15075_5034_5075_24622_6467
drug::DB00360,disease::17306
drug::DB00388,disease::4872_4873
drug::DB14487,disease::4872_4873
drug::DB13388,disease::4872_4873
drug::DB00741,disease::4872_4873
drug::DB01380,disease::4872_4873
drug::DB14539,disease::4872_4873
drug::DB09345,disease::4872_4873
drug::DB00281,disease::4872_4873
drug::DB09321,disease::4872_4873
drug::DB11576,disease::4872_4873
drug::DB00501,disease::16586
drug::DB01003,disease::16586
drug::DB00619,disease::16586
drug::DB01129,disease::16586
drug::DB00501,disease::12552_8234_8082_7540_19003_17169
drug::DB01129,disease::12552_8234_8082_7540_19003_17169
drug::DB00213,disease::12552_8234_8082_7540_19003_17169
drug::DB14487,disease::10200
drug::DB14487,disease::2279
drug::DB14487,disease::6507
drug::DB00859,disease::10200
drug::DB00859,disease::2279
drug::DB00859,disease::6507
drug::DB06824,disease::10200
drug::DB06824,disease::2279
drug::DB06824,disease::6507
drug::DB09152,disease::9934
drug::DB09152,disease::22430
drug::DB00797,disease::9934
drug::DB00797,disease::22430
drug::DB00435,disease::9934
drug::DB00435,disease::22430
drug::DB13257,disease::1357_387
drug::DB13257,disease::1639
drug::DB13257,disease::1245
drug::DB01592,disease::1357_387
drug::DB01592,disease::1639
drug::DB01592,disease::1245
drug::DB06215,disease::1357_387
drug::DB06215,disease::1639
drug::DB06215,disease::1245
drug::DB00115,disease::1357_387
drug::DB00115,disease::1639
drug::DB00115,disease::1245
drug::DB00158,disease::1357_387
drug::DB00158,disease::1639
drug::DB00158,disease::1245
drug::DB15598,disease::1357_387
drug::DB15598,disease::1639
drug::DB15598,disease::1245
drug::DB14488,disease::1357_387
drug::DB14488,disease::1639
drug::DB14488,disease::1245
drug::DB13387,disease::1357_387
drug::DB13387,disease::1639
drug::DB13387,disease::1245
drug::DB14491,disease::1357_387
drug::DB14491,disease::1639
drug::DB14491,disease::1245
drug::DB11576,disease::1357_387
drug::DB11576,disease::1639
drug::DB11576,disease::1245
drug::DB00139,disease::1357_387
drug::DB00139,disease::1639
drug::DB00139,disease::1245
drug::DB11089,disease::1357_387
drug::DB11089,disease::1639
drug::DB11089,disease::1245
drug::DB11085,disease::6521
drug::DB01064,disease::465
drug::DB00666,disease::19165_88_15791_15714
drug::DB00666,disease::7690
drug::DB00666,disease::8303
drug::DB06788,disease::19165_88_15791_15714
drug::DB06788,disease::7690
drug::DB06788,disease::8303
drug::DB00007,disease::19165_88_15791_15714
drug::DB00007,disease::7690
drug::DB00007,disease::8303
drug::DB00826,disease::1033
drug::DB11118,disease::45011
drug::DB00936,disease::45011
drug::DB14020,disease::45011
drug::DB00440,disease::2307_1853_2306
drug::DB02703,disease::2307_1853_2306
drug::DB15566,disease::2307_1853_2306
drug::DB00860,disease::2307_1853_2306
drug::DB00741,disease::2307_1853_2306
drug::DB01380,disease::2307_1853_2306
drug::DB14539,disease::2307_1853_2306
drug::DB01234,disease::2307_1853_2306
drug::DB00684,disease::2307_1853_2306
drug::DB00634,disease::2307_1853_2306
drug::DB00027,disease::2307_1853_2306
drug::DB00626,disease::2307_1853_2306
drug::DB02703,disease::4926_1610_4925
drug::DB00860,disease::4926_1610_4925
drug::DB00684,disease::4926_1610_4925
drug::DB00447,disease::6939_1110
drug::DB09477,disease::5009
drug::DB09477,disease::5252
drug::DB00584,disease::5009
drug::DB00584,disease::5252
drug::DB09270,disease::5009
drug::DB09270,disease::5252
drug::DB08961,disease::5009
drug::DB08961,disease::5252
drug::DB00922,disease::5009
drug::DB00922,disease::5252
drug::DB00511,disease::5009
drug::DB00511,disease::5252
drug::DB09074,disease::2087
drug::DB09074,disease::15683
drug::DB09074,disease::18368
drug::DB09074,disease::19373
drug::DB01229,disease::2087
drug::DB01229,disease::15683
drug::DB01229,disease::18368
drug::DB01229,disease::19373
drug::DB00112,disease::2087
drug::DB00112,disease::15683
drug::DB00112,disease::18368
drug::DB00112,disease::19373
drug::DB11793,disease::2087
drug::DB11793,disease::15683
drug::DB11793,disease::18368
drug::DB11793,disease::19373
drug::DB00312,disease::5299
drug::DB00312,disease::5264
drug::DB01113,disease::5299
drug::DB01113,disease::5264
drug::DB00692,disease::5299
drug::DB00692,disease::5264
drug::DB08162,disease::5299
drug::DB08162,disease::5264
drug::DB01185,disease::14143_11531_14693_13186_8104_12371_14691_13379_12690_32786_12547_32839_33669_18997
drug::DB01185,disease::5758
drug::DB01185,disease::1119
drug::DB01185,disease::19154
drug::DB00624,disease::5758
drug::DB00624,disease::1119
drug::DB00624,disease::19154
drug::DB13943,disease::5758
drug::DB13943,disease::1119
drug::DB13943,disease::19154
drug::DB06710,disease::5758
drug::DB06710,disease::1119
drug::DB06710,disease::19154
drug::DB01420,disease::5758
drug::DB01420,disease::1119
drug::DB01420,disease::19154
drug::DB13944,disease::5758
drug::DB13944,disease::1119
drug::DB13944,disease::19154
drug::DB01185,disease::9047
drug::DB00624,disease::9047
drug::DB13943,disease::9047
drug::DB01420,disease::9047
drug::DB13944,disease::9047
drug::DB01185,disease::6823
drug::DB01185,disease::18068
drug::DB00624,disease::6823
drug::DB00624,disease::18068
drug::DB13943,disease::6823
drug::DB13943,disease::18068
drug::DB01420,disease::6823
drug::DB01420,disease::18068
drug::DB13944,disease::6823
drug::DB13944,disease::18068
drug::DB07615,disease::7847
drug::DB01234,disease::7847
drug::DB00620,disease::7847
drug::DB00620,disease::7082_12551_5340
drug::DB00620,disease::18056_6572_16767_43923_16769_16770
drug::DB00860,disease::19198
drug::DB00620,disease::19198
drug::DB00620,disease::40698
drug::DB15575,disease::5082
drug::DB00860,disease::1971
drug::DB00550,disease::6996
drug::DB08896,disease::11719
drug::DB01268,disease::11719
drug::DB15233,disease::11719
drug::DB00619,disease::11719
drug::DB00653,disease::1072
drug::DB13684,disease::4678_18335
drug::DB13684,disease::5983
drug::DB13684,disease::2040
drug::DB13684,disease::2041
drug::DB00770,disease::11514
drug::DB00770,disease::7345
drug::DB00770,disease::15445
drug::DB00770,disease::8542
drug::DB00415,disease::5753_41366
drug::DB09211,disease::8889
drug::DB06185,disease::430
drug::DB06185,disease::4964
drug::DB06185,disease::19476
drug::DB06185,disease::15811
drug::DB06185,disease::15812
drug::DB06813,disease::430
drug::DB06813,disease::4964
drug::DB06813,disease::19476
drug::DB06813,disease::15811
drug::DB06813,disease::15812
drug::DB06176,disease::430
drug::DB06176,disease::4964
drug::DB06176,disease::19476
drug::DB06176,disease::15811
drug::DB06176,disease::15812
drug::DB12498,disease::430
drug::DB12498,disease::4964
drug::DB12498,disease::19476
drug::DB12498,disease::15811
drug::DB12498,disease::15812
drug::DB05168,disease::18364
drug::DB00112,disease::18364
drug::DB11793,disease::18364
drug::DB06636,disease::19136
drug::DB00681,disease::19136
drug::DB01166,disease::5295
drug::DB01053,disease::6836
drug::DB01026,disease::5894
drug::DB00415,disease::18626
drug::DB00415,disease::5619
drug::DB01212,disease::41903
drug::DB01053,disease::41903
drug::DB01212,disease::24412
drug::DB01330,disease::24412
drug::DB01332,disease::24412
drug::DB00916,disease::24412
drug::DB01331,disease::24412
drug::DB00303,disease::24412
drug::DB01065,disease::13600
drug::DB00962,disease::13600
drug::DB06147,disease::7019
drug::DB06147,disease::2234
drug::DB06147,disease::7018
drug::DB00259,disease::7019
drug::DB00259,disease::2234
drug::DB00259,disease::7018
drug::DB00634,disease::7019
drug::DB00634,disease::2234
drug::DB00634,disease::7018
drug::DB09355,disease::7019
drug::DB09355,disease::2234
drug::DB09355,disease::7018
drug::DB11638,disease::5136
drug::DB00205,disease::5136
drug::DB00908,disease::5136
drug::DB13941,disease::5136
drug::DB06608,disease::5136
drug::DB01059,disease::24279_4265_918
drug::DB01059,disease::42451
drug::DB00685,disease::24279_4265_918
drug::DB00685,disease::42451
drug::DB06243,disease::5459
drug::DB06243,disease::940
drug::DB12864,disease::5459
drug::DB12864,disease::940
drug::DB04786,disease::5459
drug::DB04786,disease::940
drug::DB00738,disease::5459
drug::DB00738,disease::940
drug::DB00432,disease::21063
drug::DB00432,disease::5575
drug::DB00432,disease::5401
drug::DB00432,disease::18513
drug::DB09010,disease::21063
drug::DB09010,disease::5575
drug::DB09010,disease::5401
drug::DB09010,disease::18513
drug::DB00544,disease::21063
drug::DB00544,disease::5575
drug::DB00544,disease::5401
drug::DB00544,disease::18513
drug::DB00002,disease::21063
drug::DB00002,disease::5575
drug::DB00002,disease::5401
drug::DB00002,disease::18513
drug::DB09343,disease::21063
drug::DB09343,disease::5575
drug::DB09343,disease::5401
drug::DB09343,disease::18513
drug::DB02703,disease::25419
drug::DB02703,disease::330
drug::DB00254,disease::330
drug::DB02703,disease::15599_4768_25431
drug::DB02703,disease::15290_1440
drug::DB02703,disease::19085
drug::DB02703,disease::19504
drug::DB02703,disease::4903_3085_1465_33821
drug::DB00684,disease::15599_4768_25431
drug::DB00684,disease::15290_1440
drug::DB00684,disease::19085
drug::DB00684,disease::19504
drug::DB00684,disease::4903_3085_1465_33821
drug::DB00446,disease::940
drug::DB00446,disease::1246
drug::DB02703,disease::5114
drug::DB01627,disease::5114
drug::DB02703,disease::5828
drug::DB00254,disease::5828
drug::DB00199,disease::5828
drug::DB01017,disease::5828
drug::DB06149,disease::24313
drug::DB01627,disease::24313
drug::DB02703,disease::5898
drug::DB02703,disease::5680
drug::DB00254,disease::5680
drug::DB02703,disease::19362
drug::DB02703,disease::20571
drug::DB00254,disease::19362
drug::DB00254,disease::20571
drug::DB02703,disease::21680
drug::DB01627,disease::21680
drug::DB02703,disease::5664
drug::DB00254,disease::5664
drug::DB01017,disease::5664
drug::DB02703,disease::19365
drug::DB00254,disease::19365
drug::DB11828,disease::6244
drug::DB06366,disease::6244
drug::DB01259,disease::6244
drug::DB00072,disease::6244
drug::DB05773,disease::6244
drug::DB13311,disease::11986_4982_5003_6515_3232
drug::DB00936,disease::6522
drug::DB00936,disease::10962_7758_14622_19272_6588_18865_17667_17673_17672_44663
drug::DB00755,disease::6522
drug::DB00755,disease::10962_7758_14622_19272_6588_18865_17667_17673_17672_44663
drug::DB00936,disease::1795
drug::DB00860,disease::10030
drug::DB00860,disease::6733
drug::DB00279,disease::2108
drug::DB00279,disease::6468
drug::DB00279,disease::7958_17896
drug::DB00279,disease::11578
drug::DB00279,disease::15277
drug::DB00279,disease::15447
drug::DB00279,disease::17895
drug::DB00451,disease::2108
drug::DB00451,disease::6468
drug::DB00451,disease::7958_17896
drug::DB00451,disease::11578
drug::DB00451,disease::15277
drug::DB00451,disease::15447
drug::DB00451,disease::17895
drug::DB00997,disease::2108
drug::DB00997,disease::6468
drug::DB00997,disease::7958_17896
drug::DB00997,disease::11578
drug::DB00997,disease::15277
drug::DB00997,disease::15447
drug::DB00997,disease::17895
drug::DB00279,disease::6742
drug::DB00279,disease::7681
drug::DB00279,disease::6986
drug::DB12245,disease::4668
drug::DB00745,disease::13652_12179_8062_21107
drug::DB00745,disease::16158
drug::DB00745,disease::2602
drug::DB00745,disease::16430
drug::DB00745,disease::18544_10247
drug::DB01576,disease::13652_12179_8062_21107
drug::DB01576,disease::16158
drug::DB01576,disease::2602
drug::DB01576,disease::16430
drug::DB01576,disease::18544_10247
drug::DB09072,disease::13652_12179_8062_21107
drug::DB09072,disease::16158
drug::DB09072,disease::2602
drug::DB09072,disease::16430
drug::DB09072,disease::18544_10247
drug::DB11642,disease::13652_12179_8062_21107
drug::DB11642,disease::16158
drug::DB11642,disease::2602
drug::DB11642,disease::16430
drug::DB11642,disease::18544_10247
drug::DB00182,disease::13652_12179_8062_21107
drug::DB00182,disease::16158
drug::DB00182,disease::2602
drug::DB00182,disease::16430
drug::DB00182,disease::18544_10247
drug::DB14754,disease::13652_12179_8062_21107
drug::DB14754,disease::16158
drug::DB14754,disease::2602
drug::DB14754,disease::16430
drug::DB14754,disease::18544_10247
drug::DB00422,disease::13652_12179_8062_21107
drug::DB00422,disease::16158
drug::DB00422,disease::2602
drug::DB00422,disease::16430
drug::DB00422,disease::18544_10247
drug::DB06413,disease::13652_12179_8062_21107
drug::DB06413,disease::16158
drug::DB06413,disease::2602
drug::DB06413,disease::16430
drug::DB06413,disease::18544_10247
drug::DB01277,disease::15892
drug::DB01277,disease::9877
drug::DB14751,disease::15892
drug::DB14751,disease::9877
drug::DB00261,disease::8554_13794_11173_5029_10301
drug::DB00261,disease::19111
drug::DB01332,disease::4796
drug::DB01332,disease::21108
drug::DB01332,disease::8450_15304
drug::DB01332,disease::18673
drug::DB01172,disease::4796
drug::DB01172,disease::21108
drug::DB01172,disease::8450_15304
drug::DB01172,disease::18673
drug::DB00359,disease::4674
drug::DB00359,disease::1280
drug::DB00359,disease::2708
drug::DB00359,disease::5715
drug::DB01057,disease::10819_11370_19353
drug::DB01057,disease::9549
drug::DB01057,disease::4896
drug::DB00262,disease::1657
drug::DB00262,disease::5440
drug::DB00262,disease::6372
drug::DB00262,disease::16682
drug::DB00262,disease::16686
drug::DB00262,disease::16688
drug::DB00262,disease::16689
drug::DB00262,disease::16690
drug::DB00262,disease::16691_4000_3999
drug::DB00262,disease::2544_16695_18744_2543_2540
drug::DB00262,disease::16696
drug::DB00262,disease::16700
drug::DB00262,disease::16701_16702
drug::DB00262,disease::16703
drug::DB00262,disease::16705
drug::DB00262,disease::16706
drug::DB00262,disease::16707
drug::DB00262,disease::16715
drug::DB00262,disease::21193_17046
drug::DB00262,disease::18271
drug::DB00262,disease::18843
drug::DB00541,disease::18905_17601_6117_6268_6428
drug::DB00541,disease::2571
drug::DB00541,disease::6383
drug::DB00541,disease::17597
drug::DB00541,disease::18225
drug::DB00635,disease::18905_17601_6117_6268_6428
drug::DB00635,disease::2571
drug::DB00635,disease::6383
drug::DB00635,disease::17597
drug::DB00635,disease::18225
drug::DB01234,disease::18905_17601_6117_6268_6428
drug::DB01234,disease::2571
drug::DB01234,disease::6383
drug::DB01234,disease::17597
drug::DB01234,disease::18225
drug::DB00997,disease::18905_17601_6117_6268_6428
drug::DB00997,disease::2571
drug::DB00997,disease::6383
drug::DB00997,disease::17597
drug::DB00997,disease::18225
drug::DB00262,disease::18905_17601_6117_6268_6428
drug::DB00262,disease::2571
drug::DB00262,disease::6383
drug::DB00262,disease::17597
drug::DB00262,disease::18225
drug::DB00290,disease::18905_17601_6117_6268_6428
drug::DB00290,disease::2571
drug::DB00290,disease::6383
drug::DB00290,disease::17597
drug::DB00290,disease::18225
drug::DB01436,disease::6946
drug::DB00136,disease::6946
drug::DB00146,disease::6946
drug::DB00591,disease::1280
drug::DB01093,disease::18301
drug::DB00686,disease::18301
drug::DB00632,disease::43653
drug::DB00787,disease::43653
drug::DB00299,disease::43653
drug::DB00393,disease::5099
drug::DB00393,disease::19543
drug::DB09079,disease::8345
drug::DB09079,disease::2429
drug::DB04951,disease::8345
drug::DB04951,disease::2429
drug::DB01204,disease::5314
drug::DB08908,disease::5314
drug::DB00242,disease::5314
drug::DB00087,disease::5314
drug::DB08868,disease::5314
drug::DB00111,disease::5314
drug::DB00060,disease::5314
drug::DB00068,disease::5314
drug::DB09122,disease::5314
drug::DB03793,disease::8054_16367_1907
drug::DB02362,disease::8054_16367_1907
drug::DB00165,disease::4574
drug::DB01112,disease::4592
drug::DB01112,disease::18182
drug::DB01256,disease::4592
drug::DB01256,disease::18182
drug::DB00410,disease::4592
drug::DB00410,disease::18182
drug::DB11640,disease::18556
drug::DB00536,disease::18556
drug::DB04868,disease::11996
drug::DB01254,disease::11996
drug::DB00619,disease::11996
drug::DB06151,disease::4822
drug::DB00151,disease::4822
drug::DB00668,disease::4822
